2024-7-16;CPMP;Bin;402;321;30;RSSV_EXACT_CPMP_BIN;non-weighted_obj;non-cover_mode;non-cover_mode_n2;SJC4a;null;Optimal;62123.914174552061013;5298;0.000094151135411;995.629999999999995;101.369357585906982;
2024-7-16;CPMP;Bin;3038;1215;800;RSSV_EXACT_CPMP_BIN;non-weighted_obj;non-cover_mode;non-cover_mode_n2;p3038_800;null;Feasible;121392.568148991209455;4615;0.003638868503758;2981.529999999999745;272.664946079254150;
2024-7-16;CPMP;Bin;3038;1215;700;RSSV_EXACT_CPMP_BIN;non-weighted_obj;non-cover_mode;non-cover_mode_n2;p3038_700;null;Feasible;128709.755688413541066;5512;0.002238146756292;3590.859999999999673;338.325098752975464;
2024-7-16;CPMP;Bin;3038;1215;1000;RSSV_EXACT_CPMP_BIN;non-weighted_obj;non-cover_mode;non-cover_mode_n2;p3038_1000;null;Feasible;119025.816691404528683;1331;0.000402028973244;8014.430000000000291;466.396993160247803;
2024-7-16;CPMP;Bin;3038;1215;600;RSSV_EXACT_CPMP_BIN;non-weighted_obj;non-cover_mode;non-cover_mode_n2;p3038_600;null;Feasible;138057.397774102224503;5499;0.004552730037667;6327.960000000000036;620.742511987686157;
2024-7-16;CPMP;Bin;3038;1215;900;RSSV_EXACT_CPMP_BIN;non-weighted_obj;non-cover_mode;non-cover_mode_n2;p3038_900;null;Feasible;124405.901976113702403;5341;0.002481560624518;3644.989999999999782;327.056972742080688;
2024-7-16;CPMP;Bin;4461;1784;20;RSSV_EXACT_CPMP_BIN;non-weighted_obj;non-cover_mode;non-cover_mode_n2;fnl4461_0020;null;Feasible;1638113.178066683467478;0;0.594175114431636;4728.140000000000327;1801.771206617355347;
2024-7-16;CPMP;Bin;4461;1784;100;RSSV_EXACT_CPMP_BIN;non-weighted_obj;non-cover_mode;non-cover_mode_n2;fnl4461_0100;null;Feasible;734464.156985627720132;0;0.419683627677948;4071.230000000000018;1803.593846797943115;
2024-7-16;CPMP;Bin;4461;1784;250;RSSV_EXACT_CPMP_BIN;non-weighted_obj;non-cover_mode;non-cover_mode_n2;fnl4461_0250;null;Feasible;398134.364443132071756;0;0.158378551055099;4992.750000000000000;1805.750455141067505;
2024-7-16;CPMP;Bin;4461;1784;1000;RSSV_EXACT_CPMP_BIN;non-weighted_obj;non-cover_mode;non-cover_mode_n2;fnl4461_1000;null;Feasible;166824.835692545399070;5406;0.001412378489026;4520.960000000000036;452.538549661636353;
2024-7-16;CPMP;Bin;4461;1784;500;RSSV_EXACT_CPMP_BIN;non-weighted_obj;non-cover_mode;non-cover_mode_n2;fnl4461_0500;null;Feasible;236207.203275588050019;11998;0.003578942282254;12070.719999999999345;1041.939421653747559;
2024-7-16;CPMP;Bin;2392;956;20;RSSV_EXACT_CPMP_BIN;non-weighted_obj;non-cover_mode;non-cover_mode_n2;pr2392_020;null;Feasible;2654226.636816137935966;0;0.369863064251228;4656.329999999999927;1831.481144428253174;
2024-7-16;CPMP;Bin;2392;956;75;RSSV_EXACT_CPMP_BIN;non-weighted_obj;non-cover_mode;non-cover_mode_n2;pr2392_075;null;Feasible;1216819.396294535836205;0;0.103506942740844;5879.550000000001091;1801.315981149673462;
2024-7-16;CPMP;Bin;2392;956;150;RSSV_EXACT_CPMP_BIN;non-weighted_obj;non-cover_mode;non-cover_mode_n2;pr2392_150;null;Feasible;735567.664261628058739;5433;0.006240313785294;20985.899999999997817;1802.625041961669922;
2024-7-16;CPMP;Bin;2392;956;300;RSSV_EXACT_CPMP_BIN;non-weighted_obj;non-cover_mode;non-cover_mode_n2;pr2392_300;null;Feasible;490124.499486975721084;27174;0.007079791225858;8343.360000000000582;640.239259481430054;
