101350.651115831788047;219188.877291180280736;0;0.537610428191604;5.424205064773560;
117375.942997309524799;203071.243998098536395;0;0.421996237938993;10.978854179382324;
118650.165047611430055;161959.657446895143948;0;0.267409138065659;16.152402162551880;
118670.670169577701017;121172.321633993415162;72;0.020645403427790;21.417039155960083;
118673.141670612458256;120183.598902427591383;605;0.012567914803761;28.320752143859863;
118673.141670612458256;119951.869147037738003;934;0.010660338063243;34.138661146163940;
118673.141670612458256;119654.347689826914575;1283;0.008200337373097;39.570105075836182;
118673.141670612458256;119654.347689826914575;1688;0.008200337373097;45.475598096847534;
118673.141670612458256;119070.709361497909413;1871;0.003338920990875;50.499598026275635;
118680.178608401503880;118929.577907178550959;2222;0.002097033413939;66.089589118957520;
